500 5
88 93 0.2515502827554553
89 94 0.1819961776886904
90 95 0.2654190375386281
86 85 0.1311676616952138
87 85 0.2988025229283131
88 85 0.2854341807281039
89 85 0.21832100420498948
90 85 0.10656406004628409
91 91 -0.1609219740393406
91 92 -43.52876699848954
91 93 -26.664707518542343
91 94 29.42597940672447
91 95 34.8307258442454
92 91 -25.997636428967418
92 92 33.33233718212785
92 93 -11.860075289971524
92 94 12.58452783216236
92 95 1.8969030525398292
93 91 1.0606383940673185
93 92 17.35353172929948
93 93 27.208854198744234
93 94 -37.86551752604055
93 95 -0.8377316200275635
94 91 -44.721620025206605
94 92 -41.751447454733686
94 93 33.71115166848943
94 94 18.021702870875373
94 95 24.10663270981254
95 91 48.44225700463733
95 92 3.4089008298264543
95 93 -20.86082449505837
95 94 -0.11343942402764695
95 95 -32.34746958320324
91 96 0.1726274063490742
92 97 0.09896672942001139
93 98 0.07862804740069795
94 99 0.015896934640298708
95 100 0.20806713702055174
91 90 0.17826058465855246
92 90 0.06167801555057355
93 90 0.17277515481407987
94 90 0.13234367558729526
95 90 0.19751225318227064
96 96 6.7486133682669145
96 97 42.77045413944583
96 98 -28.10202499216385
96 99 -5.384248911273016
96 100 -11.871955182239404
97 96 -46.36545597502563
97 97 3.1947897709537036
97 98 16.700269795584124
97 99 -29.954062888595686
97 100 30.12957617209108
98 96 6.6473357730733165
98 97 11.203250276035243
98 98 -49.176486332129855
98 99 59.08091942468277
98 100 9.584059953328932
99 96 -17.609332931859043
99 97 -8.814147032744522
99 98 19.304217717823
99 99 11.615631403587818
99 100 -6.393599121439841
100 96 38.72262784599245
100 97 -42.39945328720106
100 98 30.16216809050214
100 99 -19.993836658302754
100 100 -9.22663345576852
96 101 0.1071777497032212
97 102 0.0016743856670603963
98 103 0.2659777378222465
99 104 0.1547962984411431
100 105 0.19711971190535013
96 95 0.11804254612984055
97 95 0.11095447865455045
98 95 0.05839035872875446
99 95 0.09461439491712173
100 95 0.14870849282755508
101 101 4.2611305058401925
101 102 12.591253251934035
101 103 30.4133372696663
101 104 -19.961647500053775
101 105 -29.503551564559068
102 101 19.862273077662937
102 102 4.857001993329517
102 103 -23.875225210029637
102 104 18.985328800298127
102 105 -13.755421771227972
103 101 52.07810552951683
103 102 -42.70898975583382
103 103 18.70519981822124
103 104 -22.400127819206052
103 105 15.671920194483036
104 101 -15.95842834064036
104 102 -4.00302876519739
104 103 -17.647814029869508
104 104 50.49091210590939
104 105 -23.408419158046712
105 101 -56.80493999438338
105 102 33.622807328604395
105 103 -10.474200555736699
105 104 -11.23983253158122
105 105 32.59276654399959
101 106 0.19787048906046992
102 107 0.15469725928210265
103 108 0.23543199348163155
104 109 0.2834223087811128
105 110 0.21955705202528378
101 100 0.19358335782294056
102 100 0.14991915061072475
103 100 0.25651709864926253
104 100 0.19262337601850257
105 100 0.25840820222383976
106 106 -11.882550496467939
106 107 26.51579696718728
106 108 -42.746434291908315
106 109 45.856930468962666
106 110 0.3137927742989144
107 106 -10.280724773044797
107 107 -5.230047390244464
107 108 30.079925368607498
107 109 -4.724958521081127
107 110 -14.697665608984153
108 106 39.660630667594894
108 107 -30.65509399059682
108 108 -18.942842303570984
108 109 18.690725323920216
108 110 17.71837007721307
109 106 -31.910339854544283
109 107 -22.5954890944853
109 108 31.733555778872432
109 109 -43.49781536114571
109 110 35.0908000414069
110 106 0.9554198750438804
110 107 33.186338280974965
110 108 16.63593724190143
110 109 -30.256190474848367
110 110 -36.57405576366628
106 111 0.06584876560371941
107 112 0.2636683223867631
108 113 0.21074500320836856
109 114 0.05261296230018248
110 115 0.2553339043752513
106 105 0.12331086908093249
107 105 0.22195278337155497
108 105 0.05882122414105477
109 105 0.08484842275344029
110 105 0.189574822270354
111 111 36.69504392862394
111 112 -51.35504258483624
111 113 22.30368192921407
111 114 10.026777017701722
111 115 0.062385530933794564
112 111 -20.306158100440257
112 112 23.043428091162063
112 113 23.535408277657204
112 114 -23.268558529610143
112 115 -9.48972128205239
113 111 15.205434564405495
113 112 19.26506648018496
113 113 12.404233236555728
113 114 -30.462733847065852
113 115 -29.96643688715798
114 111 13.69883645358835
114 112 -19.119538415117
114 113 -35.501445886988385
114 114 -0.25083788695197784
114 115 49.91172146255157
115 111 -44.68516812427809
115 112 36.431108177784225
115 113 -13.263391122224153
115 114 36.793356810007495
115 115 -20.630822040973477
111 116 0.19799838507281112
112 117 0.25086989023736767
113 118 0.219236928899637
114 119 0.07159355964137257
115 120 0.07480957063778577
111 110 0.07455317976899656
112 110 0.14160369779466658
113 110 0.18363004074320569
114 110 0.049350809886166955
115 110 0.07577559454729521
116 116 -36.652782541361
116 117 6.615699749900611
116 118 19.619333849403073
116 119 -16.986923614528347
116 120 12.660720225282756
117 116 38.302423251723525
117 117 0.40199645483078017
117 118 -38.680707624601006
117 119 -31.41877918738651
117 120 27.468617529659866
118 116 -6.79721753125992
118 117 -22.566363370010713
118 118 30.792530532900813
118 119 30.42396460319834
118 120 -23.153673806407642
119 116 40.96761075104006
119 117 19.360162495067815
119 118 4.700971259318919
119 119 -33.04264951072957
119 120 -27.517440209129834
120 116 -32.84073532954823
120 117 1.1014740698199765
120 118 -30.48739264436893
120 119 50.696602234111445
120 120 21.950881417896046
116 121 0.12179063011276253
117 122 0.20281264192275048
118 123 0.28718918432639734
119 124 0.15158558161121918
120 125 0.16993251460097492
116 115 0.037337815224038805
117 115 0.03385137279786592
118 115 0.12938061117701374
119 115 0.10716452645543885
120 115 0.20468022947760556
121 121 -50.58474000734075
121 122 -6.680404015417629
121 123 17.05330945454095
121 124 17.12308765705077
121 125 23.68452904844576
122 121 14.543199411532477
122 122 -23.42408443667823
122 123 -26.926934732908343
122 124 34.95593352237148
122 125 -38.68966401959267
123 121 6.936757692521478
123 122 64.62393037637788
123 123 20.342800327900896
123 124 -50.93704574395046
123 125 5.642876093390128
124 121 31.384869977176002
124 122 -11.19558024497384
124 123 -26.76068147562716
124 124 -13.263210433543751
124 125 18.66623810826837
125 121 -1.3363359853973367
125 122 -5.329633468227745
125 123 30.55042616197161
125 124 4.412060525871046
125 125 -18.054421676944052
121 126 0.13367741587751766
122 127 0.12232536574203214
123 128 0.1518376973447
124 129 0.1552273101787172
125 130 0.24768925624017682
121 120 0.13873267872234166
122 120 0.17005561909590308
123 120 0.07796888078253324
124 120 0.1092974086640384
125 120 0.07482270342294452
126 126 -10.032308383065692
126 127 28.665317761090332
126 128 -25.946841522071104
126 129 2.5732189015642155
126 130 -4.173590410033305
127 126 43.18387085098901
127 127 6.094020197963731
127 128 -15.314801000080065
127 129 -36.069187227044694
127 130 -4.713459635811924
128 126 -34.02117450310983
128 127 7.045439344156643
128 128 28.061504150694816
128 129 21.22683165502046
128 130 -21.868690743034314
129 126 -9.114410220034634
129 127 -8.589888203352317
129 128 58.02016073390848
129 129 -42.67868637517289
129 130 23.63865109893761
130 126 17.25181537766206
130 127 -25.074423348141718
130 128 -47.93163675156228
130 129 37.281931810372065
130 130 18.894023438489008
126 131 0.20142098794417532
127 132 0.17098579729028604
128 133 0.24599322031528345
129 134 0.18627330168026912
130 135 0.023390604702826435
126 125 0.14643432789144975
127 125 0.12618186008125945
128 125 0.22659475254553094
129 125 0.1292713127346025
130 125 0.11547741028126154
131 131 42.578593232064144
131 132 -17.53290235738302
131 133 -4.134865164947416
131 134 1.5783495671864445
131 135 1.6700468431601465
132 131 8.079451148697007
132 132 18.717421332179367
132 133 -31.744170346992693
132 134 -27.33426272434775
132 135 50.29413296988709
133 131 -14.412293224585154
133 132 31.039535760131898
133 133 26.073024383188336
133 134 9.32949750926516
133 135 -53.15386363195641
134 131 21.131667935655923
134 132 -2.701231613693476
134 133 33.86034069538677
134 134 -17.116269730777855
134 135 -4.50866379546932
135 131 -50.755094537485974
135 132 -21.986228095558538
135 133 -13.615808653938842
135 134 42.06813430250826
135 135 -18.50916308042508
131 136 0.14226391568479585
132 137 0.21748320459953036
133 138 0.05825049649698644
134 139 0.27939174806895484
135 140 0.2813804610338816
131 130 0.2860190350906816
132 130 0.1381921222050805
133 130 0.29705300584211025
134 130 0.04348524903773854
135 130 0.1517894224579758
136 136 36.00244360863923
136 137 -31.083720856092345
136 138 -23.14270019117626
136 139 16.655098737497855
136 140 6.825962649413613
137 136 -19.36721300051715
137 137 11.538055761316311
137 138 -23.250415441902444
137 139 35.03953509384095
137 140 0.435854562939873
138 136 18.767894073461125
138 137 28.608296520010512
138 138 -15.333537781033554
138 139 -48.8255702952782
138 140 -5.385878108905898
139 136 0.05798619921084914
139 137 -24.093791278018244
139 138 30.29857773621033
139 139 19.360615485326186
139 140 -8.03317608632971
140 136 -60.900186575939685
140 137 10.483738512308566
140 138 50.358709225978366
140 139 -23.13657035771798
140 140 28.83607258143023
136 141 0.2679930783705246
137 142 0.2443080622169988
138 143 0.18669468569182315
139 144 0.044781584576452114
140 145 0.2935647722162464
136 135 0.29809852586284796
137 135 0.2480467395138238
138 135 0.20105577970391456
139 135 0.11695343597167056
140 135 0.16164649981760085
141 141 -11.799976028291917
141 142 18.12467292673938
141 143 -26.795766403064814
141 144 43.87355283721762
141 145 1.510428125750255
142 141 40.269252872329325
142 142 12.690156907916174
142 143 -44.97378574960131
142 144 -11.505346882272375
142 145 18.999289206324853
143 141 -4.4190225021590726
143 142 30.528659362457162
143 143 7.3409451569694015
143 144 -45.42995746466481
143 145 -9.753751911847141
144 141 9.170069714255568
144 142 -16.195622481704486
144 143 6.280255878668827
144 144 -34.46626648972699
144 145 31.180163708441142
145 141 -15.271134201707504
145 142 -40.57949115849273
145 143 44.413260618870304
145 144 32.86156303871489
145 145 -28.680946045423674
141 146 0.16912157491830399
142 147 0.08330233067174575
143 148 0.21138772933537778
144 149 0.14498969512028662
145 150 0.18864607843100714
141 140 0.24139073571311548
142 140 0.027076956497347048
143 140 0.2356525984370596
144 140 0.04302685686892231
145 140 0.22045070706545403
146 146 -30.824342248872117
146 147 15.603662740483854
146 148 -55.09873063289382
146 149 24.386859301967778
146 150 51.17440704786119
147 146 22.001915683247574
147 147 10.0277194471084
147 148 -16.035015094081903
147 149 -0.8955774427748111
147 150 4.006890099071247
148 146 36.65097168877804
148 147 -41.00358184264869
148 148 25.692289914301075
148 149 3.534488291460176
148 150 -13.927336426652687
149 146 -35.86775579235908
149 147 22.265749048052204
149 148 2.7422008398363307
149 149 15.898921915120763
149 150 -33.63071265275217
150 146 12.64190669384941
150 147 11.172252751501361
150 148 6.852124584149391
150 149 -44.97817770549892
150 150 33.99829329782338
146 151 0.11415472337845405
147 152 0.24701030939784963
148 153 0.2567522871186488
149 154 0.023724078866223696
150 155 0.28869651968405424
146 145 0.29752364589878705
147 145 0.15256699930127007
148 145 0.06897967494018593
149 145 0.23940801376117052
150 145 0.027516882597480374
151 151 1.5048710983208364
151 152 32.659649333359944
151 153 42.69657188340345
151 154 -43.37561974256069
151 155 -35.14896518333434
152 151 29.161747154311588
152 152 -30.35629204745079
152 153 10.174902587904736
152 154 17.154379727807306
152 155 -25.29167556648836
153 151 24.3019250903283
153 152 23.272434165282487
153 153 -25.264332129885826
153 154 -52.064804258887115
153 155 34.65482341354361
154 151 -34.923133754135414
154 152 -28.061073176795063
154 153 1.3270380906852584
154 154 36.92502266471224
154 155 20.13245465160396
155 151 -4.11392932059493
155 152 21.472628447757348
155 153 -10.614555051794346
155 154 0.9274277948234801
155 155 -2.7197362137145875
151 156 0.2850334767683816
152 157 0.016289977335332596
153 158 0.033638995505573456
154 159 0.14733183608775094
155 160 0.2982895928301094
151 150 0.01817683832850192
152 150 0.17213425332323837
153 150 0.2091963384536259
154 150 0.12507956279341848
155 150 0.08335171632596836
156 156 -36.28342476104875
156 157 22.592723676184143
156 158 -28.841739904923212
156 159 33.44922326666811
156 160 -15.760272857282342
157 156 45.844195722613065
157 157 0.010397504354849594
157 158 14.504658413291564
157 159 -8.507062621669435
157 160 -37.45913469319176
158 156 22.33289440848434
158 157 23.041837096053772
158 158 -30.757748863000327
158 159 9.24768517461141
158 160 -14.791751601490615
159 156 -22.927651683666536
159 157 -9.278924405068294
159 158 40.35538762151354
159 159 -38.22192667133129
159 160 41.771817682049765
160 156 -3.0589605770305033
160 157 -48.85832839653475
160 158 5.230867313219977
